Slider, Gallery, and Carousel by MetaSlider — Responsive WordPress Slideshows;https://ru.wordpress.org/plugins/ml-slider/;The best slider, gallery, and carousel plugin for WordPress. Responsive and easy-to-use sliders with images,…;6.1.1
MailPoet — письма и рассылки в WordPress;https://ru.wordpress.org/plugins/mailpoet/;Отправляйте прекрасные рассылки из WordPress. Собирайте подписчиков с помощью форм подписки, автоматизируйте письма для WooCommerce,…;6.1.1
WordPress Gallery Plugin — NextGEN Gallery;https://ru.wordpress.org/plugins/nextgen-gallery/;Самый популярный плагин WordPress для галерей и один из самых загружаемых плагинов за всю историю…;6.1.1
Complianz — GDPR/CCPA Cookie Consent;https://ru.wordpress.org/plugins/complianz-gdpr/;Configure your Cookie Banner, Cookie Consent and Cookie Policy with our Wizard and Cookie Scan.…;6.1.1
Page Builder Gutenberg Blocks – CoBlocks;https://ru.wordpress.org/plugins/coblocks/;CoBlocks — это набор блоков WordPress для конструктора страниц для Gutenberg, с более чем 10…;6.1.1
AMP;https://ru.wordpress.org/plugins/amp/;An easier path to great Page Experience for everyone. Powered by AMP.;6.1.1
Spectra — WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;Усиление Gutenberg’а продвинутыми блоками, помогающими создавать сайты в кратчайшие сроки! Это первый плагин Gutenberg созданный…;6.1.1
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;6.1.1
Контактная форма WPForms — конструктор форм для WordPress, позволяющий создавать формы путём перетаскивания элементов;https://ru.wordpress.org/plugins/wpforms-lite/;Пожалуй, лучший плагин для создания контактных форм на WordPress. Конструктор, позволяющий путём перетаскивания элементов создавать…;6.1.1
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Обеспечьте дополнительную защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования и проверки…;6.1.1
Advanced Editor Tools (ранее TinyMCE Advanced);https://ru.wordpress.org/plugins/tinymce-advanced/;Расширяет и улучшает редактор блоков (Gutenberg) и классический редактор (TinyMCE).;5.7.8
MC4WP: Mailchimp for WordPress;https://ru.wordpress.org/plugins/mailchimp-for-wp/;The #1 (unofficial) Mailchimp plugin. Allows you to add various sign-up methods to your WordPress…;6.1.1
Rank Math SEO;https://ru.wordpress.org/plugins/seo-by-rank-math/;Rank Math SEO — лучший WordPress SEO плагин, сочетающий в себе функции многих SEO инструментов…;6.1.1
Smush — Lazy Load Images, Optimize & Compress Images;https://ru.wordpress.org/plugins/wp-smushit/;Сжимайте изображения и оптимизируйте изображения с помощью отложенной загрузки, преобразования WebP и определения размера, чтобы…;6.1.1
Smash Balloon Social Photo Feed;https://ru.wordpress.org/plugins/instagram-feed/;Ранее плагин назывался «Instagram Feed». Аккуратное отображение постов из нескольких учетных записей Instagram в виде…;6.1.1
Gutenberg Template and Pattern Library & Redux Framework;https://ru.wordpress.org/plugins/redux-framework/;Supercharge the Gutenberg editor with our library of Gutenberg block templates, layouts, and patterns!;6.1.1
Ninja Forms Contact Form — The Drag and Drop Form Builder for WordPress;https://ru.wordpress.org/plugins/ninja-forms/;Конструктор форм WordPress, удобный для новичков. Тащи-и-бросай поля формы, чтобы создать красивые профессиональные контактные формы…;6.1.1
Smart Slider 3;https://ru.wordpress.org/plugins/smart-slider-3/;Плагин адаптивного слайдера для простого создания слайдов в визуальном редакторе. Создавайте красивые слайдеры изображений, слоёв,…;6.1.1
The Events Calendar;https://ru.wordpress.org/plugins/the-events-calendar/;Календарь мероприятий — это плагин календаря номер один для WordPress. Легко создавайте и управляйте мероприятиями…;6.1.1
Плагин Шорткодов для WordPress — Shortcodes Ultimate;https://ru.wordpress.org/plugins/shortcodes-ultimate/;Обширная коллекция визуальных компонентов для вашего сайта;6.1.1
Slider, Gallery, and Carousel by MetaSlider — Responsive WordPress Slideshows;https://ru.wordpress.org/plugins/ml-slider/;The best slider, gallery, and carousel plugin for WordPress. Responsive and easy-to-use sliders with images,…;6.1.1
MailPoet — письма и рассылки в WordPress;https://ru.wordpress.org/plugins/mailpoet/;Отправляйте прекрасные рассылки из WordPress. Собирайте подписчиков с помощью форм подписки, автоматизируйте письма для WooCommerce,…;6.1.1
WordPress Gallery Plugin — NextGEN Gallery;https://ru.wordpress.org/plugins/nextgen-gallery/;Самый популярный плагин WordPress для галерей и один из самых загружаемых плагинов за всю историю…;6.1.1
Complianz — GDPR/CCPA Cookie Consent;https://ru.wordpress.org/plugins/complianz-gdpr/;Configure your Cookie Banner, Cookie Consent and Cookie Policy with our Wizard and Cookie Scan.…;6.1.1
Page Builder Gutenberg Blocks – CoBlocks;https://ru.wordpress.org/plugins/coblocks/;CoBlocks — это набор блоков WordPress для конструктора страниц для Gutenberg, с более чем 10…;6.1.1
AMP;https://ru.wordpress.org/plugins/amp/;An easier path to great Page Experience for everyone. Powered by AMP.;6.1.1
Spectra — WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;Усиление Gutenberg’а продвинутыми блоками, помогающими создавать сайты в кратчайшие сроки! Это первый плагин Gutenberg созданный…;6.1.1
Forminator — Contact Form, Payment Form & Custom Form Builder;https://ru.wordpress.org/plugins/forminator/;Лучший плагин для создания форм WordPress. Создавайте контактные формы, формы оплаты и формы заказов с…;6.1.1
Formidable Forms — Contact Form, Survey, Quiz, Calculator & Custom Form Builder;https://ru.wordpress.org/plugins/formidable/;The most advanced WordPress forms plugin. Go beyond contact forms with our drag and drop…;6.1.1
Gutenberg Blocks by Kadence Blocks – Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;Пользовательские блоки для Gutenberg, которые помогут расширить возможности редактирования.;6.1.1
Orbit Fox от ThemeIsle;https://ru.wordpress.org/plugins/themeisle-companion/;Этот плагин швейцарский нож, поставляется с качественной библиотекой шаблонов, модулями меню/значков общего доступа, блоками Gutenberg…;6.1.1
HubSpot — CRM, Email Marketing, Live Chat, Forms & Analytics;https://ru.wordpress.org/plugins/leadin/;Capture, organize and engage web visitors with free live chat, forms, CRM (contact management), email…;6.1.1
Popup Builder — Create highly converting, mobile friendly marketing popups.;https://ru.wordpress.org/plugins/popup-builder/;Увеличьте продажи и конверсию, определите круг потенциальных потребителей и получите хороший призыв к действию с…;6.1.1
Photo Gallery by 10Web — Mobile-Friendly Image Gallery;https://ru.wordpress.org/plugins/photo-gallery/;Photo Gallery — это мощный плагин галереи изображений со списком расширенных параметров для создания адаптивных…;6.1.1
Otter — Gutenberg Blocks – Page Builder for Gutenberg Editor & FSE;https://ru.wordpress.org/plugins/otter-blocks/;Otter is a dynamic collection of page building blocks and templates for the WordPress Gutenberg…;6.1.1
SEOPress, on-site SEO;https://ru.wordpress.org/plugins/wp-seopress/;SEOPress, a simple, fast and powerful all in one SEO plugin for WordPress. Rank higher…;6.1.1
Embed Plus YouTube WordPress Plugin With YouTube Gallery, Channel, Playlist, Live Stream;https://ru.wordpress.org/plugins/youtube-embed-plus/;YouTube Embed WordPress Plugin. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube livestream.…;6.1.1
Fonts Plugin | Google Fonts Typography;https://ru.wordpress.org/plugins/olympus-google-fonts/;Самый простой в использовании плагин Google Fonts. Кодирования не требуется. Оптимизирован для скорости. Более 1000…;6.1.1
Best WordPress Gallery Plugin – FooGallery;https://ru.wordpress.org/plugins/foogallery/;Лучший плагин галереи WordPress. Создавайте потрясающие галереи за считанные минуты с расширенными настройками для полной…;6.1.1
Smash Balloon Social Post Feed;https://ru.wordpress.org/plugins/custom-facebook-feed/;"Formerly ""Custom Facebook Feed"". Display completely customizable Facebook feeds of a Facebook page or Group.…";6.1.1
WooCommerce Blocks;https://ru.wordpress.org/plugins/woo-gutenberg-products-block/;WooCommerce Blocks это наиболее простой и гибкий инструмент для отображения ваших товаров прямо в содержимом…;6.1.1
Gallery Plugin for WordPress — Envira Photo Gallery;https://ru.wordpress.org/plugins/envira-gallery-lite/;Галерея Envira самый быстрый, самый простой в использовании плагин WordPress галереи изображений. Lightbox с Drag…;6.1.1
Дублировать запись;https://ru.wordpress.org/plugins/copy-delete-posts/;Дублировать запись;6.2
Layout Grid Block;https://ru.wordpress.org/plugins/layout-grid/;Контейнерный блок Gutenberg позволяет единообразно выравнивать элементы по глобальной сетке.;5.9.5
Social Icons Widget & Block by WPZOOM;https://ru.wordpress.org/plugins/social-icons-widget-by-wpzoom/;Виджет и блок значков соцсетей помогает добавлять значки со ссылками на профили социальных сетей на…;6.1.1
GiveWP — Donation Plugin and Fundraising Platform;https://ru.wordpress.org/plugins/give/;Принимайте пожертвования и начинайте сбор средств с помощью GiveWP, плагина для пожертвований WordPress с самым…;6.1.1
Custom Twitter Feeds (Tweets Widget);https://ru.wordpress.org/plugins/custom-twitter-feeds/;Custom Twitter Feeds allows you to display completely customizable Twitter Tweets from any user timeline,…;6.1.1
Pods — Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;Pods — это платформа для создания, управления и развертывания настраиваемых типов контента и полей для…;6.1.1
Hustle — Email Marketing, Lead Generation, Optins, Popups;https://ru.wordpress.org/plugins/wordpress-popup/;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads with…;6.1.1
Web Stories;https://ru.wordpress.org/plugins/web-stories/;Web Stories — это визуальные истории для вашего сайта с быстрой загрузкой и полноэкранным режимом,…;6.1.1
Easy Forms for Mailchimp;https://ru.wordpress.org/plugins/yikes-inc-easy-mailchimp-extender/;The ultimate Mailchimp WordPress plugin. Easily build unlimited forms for your Mailchimp lists, add them…;6.0.3
LuckyWP Table of Contents;https://ru.wordpress.org/plugins/luckywp-table-of-contents/;Создаёт SEO-дружественное содержание для ваших постов/страниц. Работает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;5.9.5
Paid Memberships Pro — Restrict Member Access to Content, Courses, Communities — Free or Paid Subscriptions;https://ru.wordpress.org/plugins/paid-memberships-pro/;WordPress membership plugin: restrict content, accept member subscriptions with recurring payment. Includes user registration, login,…;6.1.1
Form Maker by 10Web — Mobile-Friendly Drag & Drop Contact Form Builder;https://ru.wordpress.org/plugins/form-maker/;Form Maker is a user-friendly contact form builder that allows to create forms for any…;6.1.1
EmbedPress – Embed Google Docs, YouTube, Maps, Vimeo, Wistia Videos & Upload PDF, PPT in Gutenberg & Elementor;https://ru.wordpress.org/plugins/embedpress/;EmbedPress lets you embed videos, images, posts, audio, maps and upload PDF, DOC, PPT &…;6.1.1
Genesis Blocks;https://ru.wordpress.org/plugins/genesis-blocks/;A collection of content blocks, sections, & full-page layouts for the block editor.;6.1.1
User Profile Picture;https://ru.wordpress.org/plugins/metronet-profile-picture/;Установите пользовательское изображение профиля (аватар) для пользователя с помощью стандартного инструмента загрузки мультимедиа WordPress.;5.8.6
Календарь бронирования;https://ru.wordpress.org/plugins/booking/;The original 1st Календарь бронирования plugin for WordPress. Simply receive, manage and sync bookings for…;6.1.1
Calculated Fields Form;https://ru.wordpress.org/plugins/calculated-fields-form/;Calculated Fields Form allows you to create both simple and rich forms, quickly like a…;6.1.1
Slider by Soliloquy — Responsive Image Slider for WordPress;https://ru.wordpress.org/plugins/soliloquy-lite/;The best WordPress slider plugin. Drag & Drop responsive slider builder that helps you create…;6.1.1
Profile Builder — User Profile & User Registration Forms;https://ru.wordpress.org/plugins/profile-builder/;Powerful user profile plugin for creating front-end login, user registration and edit profile forms. Includes…;6.1.1
Getwid — Gutenberg Blocks;https://ru.wordpress.org/plugins/getwid/;40+ Gutenberg Blocks, plus multiple pre-made free block templates for the WordPress block editor.;6.1.1
Gutentor — Gutenberg Blocks — Page Builder for Gutenberg Editor;https://ru.wordpress.org/plugins/gutentor/;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website using…;6.1.1
Event Tickets and Registration;https://ru.wordpress.org/plugins/event-tickets/;Event Tickets позволяет вашим посетителям регистрироваться и покупать билеты на мероприятия на вашем сайте. Также…;6.1.1
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;Простой и удобный плагин рецептов для всех. Автоматические метаданные JSON-LD метаданные для еды и рецептов…;6.1.1
Essential Blocks for Gutenberg;https://ru.wordpress.org/plugins/essential-blocks/;The Essential Blocks Library for WordPress Gutenberg Editor.;6.1.1
RSS Aggregator by Feedzy — Powerful WP Autoblogging and News Aggregator;https://ru.wordpress.org/plugins/feedzy-rss-feeds/;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import and display unlimited…;6.1.1
Photo Gallery, Images, Slider in Rbs Image Gallery;https://ru.wordpress.org/plugins/robo-gallery/;Rbs Image Gallery is an advanced responsive photo gallery plugin. Flexible gallery images management tools.…;6.1.1
Site Reviews;https://ru.wordpress.org/plugins/site-reviews/;Site Reviews is a complete review management solution for your website that is designed to…;6.1.1
Ultimate Blocks — плагин блоков для редактора Gutenberg;https://ru.wordpress.org/plugins/ultimate-blocks/;Настраиваемые блоки Gutenberg для блогеров и маркетологов. Создавайте лучший контент с Gutenberg.;6.1.1
Feeds for YouTube (плагин для видео, канала и галереи YouTube);https://ru.wordpress.org/plugins/feeds-for-youtube/;Плагин Feeds for YouTube позволяет отображать настраиваемые ленты YouTube с любого канала YouTube.;6.1.1
Advanced Responsive Video Embedder (Rumble, YouTube, Vimeo, HTML5 Video …);https://ru.wordpress.org/plugins/advanced-responsive-video-embedder/;Easy video embeds via URLs or shortcodes or Blocks. Perfect drop-in replacement for WordPress' default…;6.0.3
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;10Web;5.0.18
Form builder to get in touch with visitors, grow your email list and collect payments — Happyforms;https://ru.wordpress.org/plugins/happyforms/;Contact form, newsletter form and payment form builder without the sucky stuff — lost emails,…;6.1.1
Visualizer: Tables and Charts Manager for WordPress;https://ru.wordpress.org/plugins/visualizer/;Простой и мощный плагин диаграмм WordPress для создания адаптивных диаграмм и таблиц и встраивания их…;6.1.1
Constant Contact Forms;https://ru.wordpress.org/plugins/constant-contact-forms/;Официальный плагин Constant Contact добавляет на ваш сайт WordPress контактную форму для быстрого сбора информации…;6.0.3
Timetable and Event Schedule by MotoPress;https://ru.wordpress.org/plugins/mp-timetable/;Умный организатор и тайм-менеджмент инструмент с чистым минималистичным дизайном для вывода расписаний предстоящих событий.;6.1.1
Accept Stripe Payments;https://ru.wordpress.org/plugins/stripe-payments/;Easily accept payments on your WordPress site via Stripe payment gateway.;6.1.1
Sliderby10Web;https://ru.wordpress.org/plugins/slider-wd/;10Web;5.0.18
Uncanny Toolkit for LearnDash;https://ru.wordpress.org/plugins/uncanny-learndash-toolkit/;Extend LearnDash with a variety of useful functions that make it even easier to build…;6.1.1
Gutenberg Blocks — PublishPress Blocks Gutenberg Editor Plugin;https://ru.wordpress.org/plugins/advanced-gutenberg/;PublishPress Blocks include accordions, galleries, sliders, tabs, maps and more. Plus it has the best…;6.1.1
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;6.0.3
SyntaxHighlighter Evolved;https://ru.wordpress.org/plugins/syntaxhighlighter/;Easily post syntax-highlighted code to your site without having to modify the code at all.…;5.9.5
Atomic Blocks — Gutenberg Blocks Collection;https://ru.wordpress.org/plugins/atomic-blocks/;A collection of beautiful, customizable Gutenberg blocks for the new block editor.;5.5.11
Магазин Эквид;https://ru.wordpress.org/plugins/ecwid-shopping-cart/;Powerful, easy to use ecommerce shopping cart for WordPress. Продажи в соцсетях. iPhone & Android…;6.1.1
Portfolio Gallery — Image Gallery Plugin;https://ru.wordpress.org/plugins/portfolio-filter-gallery/;Portfolio gallery имеет отдельную страницу рубрик удобный интерфейс. Витрина портфолио, изображения, видео, галерея.;6.1.1
WP User Frontend — Registration, User Profile, Membership, Content Restriction, User Directory, and Frontend Post Submission Plugin;https://ru.wordpress.org/plugins/wp-user-frontend/;Get frontend post, content access & restriction, user login & registration, subscription & membership, form…;6.1.1
PostX – Gutenberg Post Grid Blocks;https://ru.wordpress.org/plugins/ultimate-post/;Create News, Magazine and Blogs with post grid, post list, recent posts, related posts, popular…;6.1.1
Appointment Hour Booking — WordPress Booking Plugin;https://ru.wordpress.org/plugins/appointment-hour-booking/;Appointment Hour Booking is a plugin for creating booking forms for appointments with a start…;6.1.1
Блок карт для Google Maps;https://ru.wordpress.org/plugins/map-block-gutenberg/;Блок карт для редактора Gutenberg работает на Google Maps. Просто. Быстро. Ничего лишнего. Просто блок…;6.1.1
Yasr — Yet Another Stars Rating;https://ru.wordpress.org/plugins/yet-another-stars-rating/;Boost the way people interact with your site with an easy WordPress stars rating system!…;6.1.1
The Events Calendar Shortcode & Block;https://ru.wordpress.org/plugins/the-events-calendar-shortcode/;Добавляет шорткод и блочную функциональность к плагину The Events Calendar Plugin (бесплатная версия) от Modern…;6.1.1
All-in-One Video Gallery;https://ru.wordpress.org/plugins/all-in-one-video-gallery/;Добавьте адаптивные видеогалереи в любом месте вашего веб-сайта — кодирование не требуется. Включает видеопроигрыватель HTML5,…;6.1.1
WP Meta SEO;https://ru.wordpress.org/plugins/wp-meta-seo/;WP Meta SEO gives you the control over all your SEO optimization. Bulk SEO content…;6.1.1
Advanced Sidebar Menu;https://ru.wordpress.org/plugins/advanced-sidebar-menu/;Fully automatic sidebar menus.;6.1.1
Cool Timeline (Horizontal & Vertical Timeline);https://ru.wordpress.org/plugins/cool-timeline/;Cool Timeline WordPress plugin creates vertical and horizontal history timeline blocks in ASC or DESC…;6.1.1
Gallery Blocks with Lightbox. Image Gallery, (HTML5 video , YouTube, Vimeo) Video Gallery and Lightbox for native gallery;https://ru.wordpress.org/plugins/simply-gallery-block/;Два в одном. Блоки галереи Gutenberg (Masonry, Justified, Slider, Carousel, Grid) и настраиваемый лайтбокс.;6.1.1
10WebSocial;https://ru.wordpress.org/plugins/wd-facebook-feed/;10WebSocial;5.0.18
Page View Count;https://ru.wordpress.org/plugins/page-views-count/;Places an icon, all time views count and views today count at the bottom of…;6.1.1
Pricing Tables WordPress Plugin — Easy Pricing Tables;https://ru.wordpress.org/plugins/easy-pricing-tables/;Pricing Table Plugin — Easy Pricing Tables Lets You Create A Beautiful, Responsive Pricing Table…;6.1.1
Embed PDF Viewer;https://ru.wordpress.org/plugins/embed-pdf-viewer/;Вставьте PDF-файл из библиотеки мультимедиа или из другого источника с помощью oEmbed или в виде…;6.0.3
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;QUIZ MAKER plugin allows you to make an unlimited number of Quizzes, Exams and Tests;6.1.1
Toolkit for Block Theme (Gutenberg Blocks, Templates, Patterns, Google Fonts) – Twentig;https://ru.wordpress.org/plugins/twentig/;Create your website with enhanced Gutenberg blocks, templates, patterns & Google Fonts. Boost Twenty Twenty-Three,…;6.1.1
Snow Monkey Editor;https://ru.wordpress.org/plugins/snow-monkey-editor/;The Snow Monkey Editor is a plugin that extends the block editor.;6.1.1
Contact Form by WD — responsive drag & drop contact form builder tool;https://ru.wordpress.org/plugins/contact-form-maker/;«Контактная Форма» WD это простой в обращении плагин конструктор с функционалом редактирования различных типов контактных…;5.3.14
Five Star Restaurant Reservations — WordPress Booking Plugin;https://ru.wordpress.org/plugins/restaurant-reservations/;Restaurant reservations made easy. Accept bookings online. Quickly confirm or reject reservations, send email notifications,…;6.1.1
Photonic Gallery & Lightbox for Flickr, SmugMug, Google Photos & Others;https://ru.wordpress.org/plugins/photonic/;Galleries on steroids! A stylish lightbox & gallery plugin for WP, Flickr, SmugMug, Google Photos,…;6.0.3
UsersWP — Front-end login form, User Registration, User Profile & Members Directory plugin for WordPress;https://ru.wordpress.org/plugins/userswp/;Light weight Front-end login form, User Registration, User Profile and Members Directory plugin.;6.1.1
Qubely — расширенные блоки Gutenberg;https://ru.wordpress.org/plugins/qubely/;Готовые блоки и разделы Gutenberg с широкими возможностями настройки. Улучшите редактор Gutenberg с помощью простого…;6.1.1
Membership & Content Restriction — Paid Member Subscriptions;https://ru.wordpress.org/plugins/paid-member-subscriptions/;Free WordPress membership plugin that lets you create subscription plans, accept payments and restrict content…;6.1.1
GamiPress — The most flexible and powerful gamification plugin for WordPress;https://ru.wordpress.org/plugins/gamipress/;Reward your users with points, achievements, badges and ranks to increase your site activity and…;6.1.1
WordPress Slider Block Gutenslider;https://ru.wordpress.org/plugins/gutenslider/;Slider plugin for Gutenberg. Create a image slider, video slider, fullscreen slider with this powerful…;6.1.1
WPZOOM Portfolio;https://ru.wordpress.org/plugins/wpzoom-portfolio/;Just a simple plugin to create Portfolio posts and display them in a beautiful grid…;6.1.1
GeoDirectory —  WordPress Business Directory Plugin and Classified Ads Listings;https://ru.wordpress.org/plugins/geodirectory/;Create a Business Directory, Classified Ads Directory, Job Listings Directory, or Member Directory with the…;6.1.1
Timeline Express;https://ru.wordpress.org/plugins/timeline-express/;Timeline Express creates a beautiful vertical animated and responsive timeline of posts, in chronological order.;6.0.3
Contact Form Email;https://ru.wordpress.org/plugins/contact-form-to-email/;Contact form with visual form builder. Contact form that sends the data to email, to…;6.1.1
Events Shortcodes For The Events Calendar;https://ru.wordpress.org/plugins/template-events-calendar/;The Events Calendar shortcodes addon provides event shortcode builder & Gutenberg blocks to show events…;6.1.1
Better Click To Tweet;https://ru.wordpress.org/plugins/better-click-to-tweet/;Insert click to tweet boxes into your posts, simply and securely. Gutenberg/WordPress 5.X+ block included.;6.1.1
Highlighting Code Block;https://ru.wordpress.org/plugins/highlighting-code-block/;Add code block with syntax highlighting using prism.js. (Available for Gutenberg and Classic Editor);6.1.1
LIQUID SPEECH BALLOON;https://ru.wordpress.org/plugins/liquid-speech-balloon/;Создайте диалог с особым дизайном через визуальный редактор Gutenberg.;6.1.1
WP Map Block — Gutenberg Map Block for Google Map and OpenStreet Map;https://ru.wordpress.org/plugins/wp-map-block/;No API key is required to launch Google Maps & OpenStreetMap.;6.1.1
Countdown Timer — Widget Countdown;https://ru.wordpress.org/plugins/widget-countdown/;Countdown timer plugin is an nice tool to create and insert timers into your posts/pages…;6.1.1
WP VR — конструктор 360 панорам и виртуальных туров для WordPress;https://ru.wordpress.org/plugins/wpvr/;Позвольте посетителям сайта совершить виртуальный тур и приведите их в восторг!!! Дайте им возможность пройти…;6.1.1
Elementor Blocks for Gutenberg;https://ru.wordpress.org/plugins/block-builder/;Elementor Blocks for Gutenberg, officially created by Elementor Page Builder, allows you to easily insert…;6.1.1
Countdown, Coming Soon, Maintenance — Countdown & Clock;https://ru.wordpress.org/plugins/countdown-builder/;Countdown builder — Customizable Countdown Timer;6.1.1
Directorist — WordPress Business Directory Plugin with Classified Ads Listings;https://ru.wordpress.org/plugins/directorist/;The Best WordPress Directory Plugin to Create Business Directory, Job Listings, Classified Ads, Booking Directory,…;6.1.1
Портфолио Gallery, Product Catalog — Grid KIT Портфолио;https://ru.wordpress.org/plugins/portfolio-wp/;Портфолио, gallery, catalog, instagram feed etc. all in one plugin — Grid Kit Портфолио Gallery;5.9.5
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;6.1.1
Hotel Booking Lite;https://ru.wordpress.org/plugins/motopress-hotel-booking-lite/;The #1 Hotel Booking and Vacation Rental Plugin for WordPress. Online payments, seasons, rates, free…;6.1.1
WP User Manager — User Profile Builder & Membership;https://ru.wordpress.org/plugins/wp-user-manager/;The most customizable profiles & community builder WordPress plugin with front-end login, registration, profile customization…;6.1.1
Bootstrap Blocks;https://ru.wordpress.org/plugins/wp-bootstrap-blocks/;Bootstrap Gutenberg Blocks for WordPress. This plugin adds Bootstrap components and layout options as Gutenberg…;6.1.1
Reusable Blocks Extended;https://ru.wordpress.org/plugins/reusable-blocks-extended/;Расширьте функционал многоразовых блоков Gutenberg с помощью полноценной панели администратора, виджетов, шорткодов и функций PHP.;6.1.1
eCommerce Product Catalog Plugin for WordPress;https://ru.wordpress.org/plugins/ecommerce-product-catalog/;eCommerce Product Catalog is a powerful and free plugin to sell with a beautiful eCommerce…;6.1.1
Five Star Business Profile and Schema;https://ru.wordpress.org/plugins/business-profile/;Add structured data to any page or post type. Create an SEO friendly contact card…;6.1.1
Opt-Out for Google Analytics;https://ru.wordpress.org/plugins/google-analytics-opt-out/;Provides an Opt-Out functionality for Google Analytics;5.5.11
HivePress — Плагин WordPress для бизнес-каталогов и досок объявлений;https://ru.wordpress.org/plugins/hivepress/;Простой, но мощный плагин для создания бизнес-каталога, доски объявлений, сайта по поиску работы, недвижимости или…;6.1.1
Podcast Player — Your Podcasting Companion;https://ru.wordpress.org/plugins/podcast-player/;Showcase your podcast only using podcasting feed url. Use widget, shortcode or editor block to…;6.1.1
Recipe Card Blocks for Gutenberg & Elementor — Best WordPress Recipe Plugin;https://ru.wordpress.org/plugins/recipe-card-blocks-by-wpzoom/;Beautiful Recipe Card Blocks for Food Bloggers with Schema Markup (JSON-LD) for the new WordPress…;6.1.1
